"id","user_id","subscription_id","period_start","period_end","allocated_budget_eur","used_budget_usd","remaining_budget_eur","created_at","updated_at"
"347a25c7-0ebb-4abf-8099-24be9a8f1a6a","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:16:02.594252","2025-09-10 03:16:02.594252"
"cb905a3b-cdce-41b7-a635-be689ebf33a9","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:17:00.967717","2025-09-10 03:17:00.967717"
"1fa46b17-de28-4d58-8e1e-afe21fda484b","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:18:01.017316","2025-09-10 03:18:01.017316"
"e79b4ac0-5665-4f4e-b9ba-2b44bfe0ee20","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:19:00.979183","2025-09-10 03:19:00.979183"
"9873ed86-ab5e-40e0-9e85-85be406d73ec","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:20:01.054052","2025-09-10 03:20:01.054052"
"3e716eef-6508-4e45-9e8d-586b13446ad0","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:21:00.966501","2025-09-10 03:21:00.966501"
"aaf0c17e-7fb8-447d-9d27-80a3835e59e3","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:22:01.038559","2025-09-10 03:22:01.038559"
"a98ea22f-f530-43f5-ab22-95b1d4c5ab98","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:23:00.965069","2025-09-10 03:23:00.965069"
"943b84b7-cfd5-45d5-854b-fc59efa5fc13","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:24:01.050417","2025-09-10 03:24:01.050417"
"01c34b3f-c73b-4aeb-91f6-6955e7b55506","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:25:01.073022","2025-09-10 03:25:01.073022"
"f5b7d50f-dd71-406f-9c44-b07eabd826cf","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:26:00.945118","2025-09-10 03:26:00.945118"
"2299e8a1-c988-4a19-b99b-c1722e029bc6","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:27:01.035288","2025-09-10 03:27:01.035288"
"ba950b3c-c833-454c-b010-f97cdfdb584d","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:28:00.976377","2025-09-10 03:28:00.976377"
"cf8b3b21-67d3-49c9-b6c6-7fc87e724385","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:29:00.972244","2025-09-10 03:29:00.972244"
"0da93c74-500e-4c41-acde-4b711f6e3dd2","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:30:00.99161","2025-09-10 03:30:00.99161"
"cd20cf8e-17b0-41e4-8291-26fdc943501b","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:31:00.971284","2025-09-10 03:31:00.971284"
"b783b9d7-d2b9-43d1-93de-16c82a963705","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:32:00.953658","2025-09-10 03:32:00.953658"
"68cdbcbc-88e5-4bea-8495-f546b0373046","abdf8f99-612c-43fe-9a95-a3e2572be89c","f5d7a746-e6f9-41f9-bbfd-70331a6b328d","2025-08-09 14:24:55","2025-09-08 14:24:55","0.0000","0.00000000","0.0000","2025-09-10 03:33:00.934652","2025-09-10 03:33:00.934652"
